"Time","sensor-readings.reading"
1638986400000,69.9
1638990000000,69.9
1638993600000,69.9
1638997200000,69.9
1639000800000,69.9
1639004400000,71.9
1639008000000,71.9
1639011600000,73.9
1639015200000,75.9
1639018800000,75.9
1639022400000,77.9
1639026000000,77.9
1639029600000,79.9
1639033200000,79.9
1639036800000,79.9
1639040400000,81.9
1639044000000,81.9
1639047600000,81.9
1639051200000,83.9
1639054800000,83.9
1639058400000,83.9
1639062000000,83.9
1639065600000,83.9
1639069200000,83.9
1639072800000,83.9
1639076400000,83.9
1639080000000,83.9
1639083600000,83.9
1639087200000,83.9
1639090800000,83.9
1639094400000,83.9
1639098000000,83.9
1639101600000,83.9
1639105200000,83.9
1639108800000,83.9
1639112400000,83.9
1639116000000,83.9
1639119600000,83.9
1639123200000,83.9
1639126800000,83.9
1639130400000,83.9
1639134000000,83.9
1639137600000,83.9
1639141200000,83.9
1639144800000,83.9
1639148400000,83.9
1639152000000,83.9
1639155600000,83.9
1639159200000,83.9
1639162800000,83.9
1639166400000,85.9
1639170000000,85.9
1639173600000,85.9
1639177200000,85.9
1639180800000,85.9
1639184400000,85.9
1639188000000,85.9
1639191600000,85.9
1639195200000,85.9
1639198800000,85.9
1639202400000,85.9
1639206000000,85.9
1639209600000,85.9
1639213200000,85.9
1639216800000,85.9
1639220400000,85.9
